City,Business Type,Name,Address,Phone Number,Opening Hours
Paris,cbd shop,"CBD SHOP PARIS Boutique De CBD,THCP,HHCP,VMAC,HHC,HDH,THCV,H4CBD,HHCPO","54 Av. de Flandre, 75019 Paris, France",07 49 66 17 31,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:30 AM – 10:00 PM"
Paris,cbd shop,CBD Paris 18 - Deli Hemp Montmartre,"19 Rue Muller, 75018 Paris, France",06 59 13 15 39,"Monday: 2:30 – 10:00 PM, Tuesday: Closed, Wednesday: 3:00 – 10:00 PM, Thursday: 3:30 – 10:00 PM, Friday: 3:30 – 10:30 PM, Saturday: 3:30 – 10:30 PM, Sunday: 3:30 – 10:00 PM"
Paris,cbd shop,CBD Paris 15 - Nature Verte,"186 Rue de la Convention, 75015 Paris, France",06 10 16 76 09,
Paris,cbd shop,CUP OF SMOKE CBD Paris Shop,"CUP OF SMOKE, 62 Rue Sedaine, 75011 Paris, France",06 21 99 19 31,"Monday: 12:00 – 9:30 PM, Tuesday: 12:00 – 9:30 PM, Wednesday: 12:00 – 9:30 PM, Thursday: 12:00 – 9:30 PM, Friday: 12:00 – 9:30 PM, Saturday: 12:00 – 9:30 PM, Sunday: Closed"
Paris,cbd shop,BEUD - CBD Shop paris 5,"6 Rue Dante, 75005 Paris, France",09 52 26 49 80,"Monday: 11:00 AM – 8:00 PM, Tuesday: 11:00 AM – 8:00 PM, Wednesday: 11:00 AM – 8:00 PM, Thursday: 11:00 AM – 8:00 PM, Friday: 11:00 AM – 8:00 PM, Saturday: 11:00 AM – 8:00 PM, Sunday: 11:00 AM – 7:30 PM"
Paris,cbd shop,CBD SHOP PARIS Magasin De CBD,"180 Av. de Clichy, 75017 Paris, France",01 42 63 25 19,"Monday: 10:30 AM – 7:30 PM, Tuesday: 10:30 AM – 7:30 PM, Wednesday: 10:30 AM – 7:30 PM, Thursday: 10:30 AM – 7:30 PM, Friday: 10:30 AM – 4:00 PM, Saturday: Closed, Sunday: Closed"
Paris,cbd shop,CBD Shop,"156 Rue La Fayette, 75010 Paris, France",,"Monday: 6:00 AM – 8:30 PM, Tuesday: 6:00 AM – 8:30 PM, Wednesday: 6:00 AM – 8:30 PM, Thursday: 6:00 AM – 8:30 PM, Friday: 6:00 AM – 8:30 PM, Saturday: 7:00 AM – 8:30 PM, Sunday: Closed"
Paris,cbd shop,Deli-Hemp,"33 Rue Mazarine, 75006 Paris, France",07 53 08 31 84,"Monday: 11:00 AM – 8:00 PM, Tuesday: 11:00 AM – 8:00 PM, Wednesday: 11:00 AM – 8:00 PM, Thursday: 11:00 AM – 8:00 PM, Friday: 11:00 AM – 8:00 PM, Saturday: 11:00 AM – 8:00 PM, Sunday: Closed"
Paris,cbd shop,Deli Hemp CBD Shop,"95 Rue de Belleville, 75019 Paris, France",09 54 21 24 00,"Monday: 11:00 AM – 8:00 PM, Tuesday: 11:00 AM – 8:00 PM, Wednesday: 11:00 AM – 8:00 PM, Thursday: 11:00 AM – 8:00 PM, Friday: 11:00 AM – 8:00 PM, Saturday: 11:00 AM – 8:00 PM, Sunday: 11:00 AM – 8:00 PM"
Paris,cbd shop,Belle Des Chanvres CBD Shop,"77 Rue de Bagnolet, 75020 Paris, France",01 86 04 07 28,"Monday: 2:00 – 8:00 PM, Tuesday: 2:00 – 8:00 PM, Wednesday: 2:00 – 8:00 PM, Thursday: 2:00 – 8:00 PM, Friday: 2:00 – 8:00 PM, Saturday: 2:00 – 8:00 PM, Sunday: 2:00 – 8:00 PM"
Marseille,cbd shop,Love CBD Chutes-Lavie,"6B Av. des Chutes Lavie, 13004 Marseille, France",04 88 86 68 33,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Marseille,cbd shop,Alimentation cbd Shop,"2 Bd de la Fédération, 13004 Marseille, France",06 34 21 81 66,"Monday: 2:00 PM – 6:00 AM, Tuesday: 2:00 PM – 6:00 AM, Wednesday: 2:00 PM – 6:00 AM, Thursday: 2:00 PM – 6:00 AM, Friday: 2:00 PM – 6:00 AM, Saturday: 2:00 PM – 6:00 AM, Sunday: 2:00 PM – 6:00 AM"
Marseille,cbd shop,Alimentation et cbd workshop,"8 Rue Gorde, 13010 Marseille, France",07 61 54 09 82,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Marseille,cbd shop,Cbd shop,"14 Rue Navarin, 13006 Marseille, France",07 66 24 61 35,"Monday: 11:00 AM – 8:00 PM, Tuesday: 11:00 AM – 8:00 PM, Wednesday: 11:00 AM – 8:00 PM, Thursday: 11:00 AM – 8:00 PM, Friday: 11:00 AM – 8:00 PM, Saturday: 11:00 AM – 8:00 PM, Sunday: 11:00 AM – 8:00 PM"
Marseille,cbd shop,shop by night,"159 Bd de Saint-Marcel, 13011 Marseille, France",07 66 24 61 35,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 11:00 AM – 11:00 PM"
Marseille,cbd shop,cbd shop bien etre,"68 bis Bd Vauban, 13006 Marseille, France",07 66 24 61 35,"Monday: 11:00 AM – 7:00 PM, Tuesday: 11:00 AM – 7:00 PM, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: 11:00 AM – 7:00 PM"
Marseille,cbd shop,Cbd Pas Cher,"5 bis Rue Bussy l'Indien, 13006 Marseille, France",07 84 70 54 68,"Monday: 11:30 AM – 7:30 PM, Tuesday: 11:30 AM – 7:30 PM, Wednesday: 11:30 AM – 7:30 PM, Thursday: 11:30 AM – 7:30 PM, Friday: 11:30 AM – 7:30 PM, Saturday: 11:30 AM – 7:30 PM, Sunday: Closed"
Marseille,cbd shop,Cbd coffee l estak,"155 Bd Roger Chieusse, 13016 Marseille, France",06 23 98 45 10,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM"
Marseille,cbd shop,COSMODOG.fr,"9 Rue César Aleman, 13007 Marseille, France",06 33 42 71 89,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Closed"
Marseille,cbd shop,Lvk CBD (anciennement Popeye CBD),"138 Av. de Saint-Antoine, 13015 Marseille, France",04 88 00 94 46,"Monday: 12:00 – 7:00 PM, Tuesday: 12:00 – 7:00 PM, Wednesday: 12:00 – 7:00 PM, Thursday: 12:00 – 7:00 PM, Friday: 12:00 – 7:00 PM, Saturday: 12:00 – 7:00 PM, Sunday: Closed"
Marseille,cbd shop,L'INDICA CBD SHOP,"37 Rue Caisserie, 13002 Marseille, France",,"Monday: Closed, Tuesday: 2:00 – 6:30 PM, Wednesday: 2:00 – 7:30 PM, Thursday: 2:30 – 7:30 PM, Friday: 2:00 – 7:30 PM, Saturday: 2:30 – 6:45 PM, Sunday: 2:30 – 6:30 PM"
Marseille,cbd shop,CBD13ZEN - CBD Marseille,"80 Rue Saint-Sébastien, 13006 Marseille, France",06 44 76 48 71,"Monday: 11:00 AM – 1:30 PM, 2:30 – 7:30 PM, Tuesday: 11:00 AM – 1:30 PM, 2:30 – 7:30 PM, Wednesday: 11:00 AM – 1:30 PM, 2:30 – 7:30 PM, Thursday: 11:00 AM – 1:30 PM, 2:30 – 7:30 PM, Friday: 11:00 AM – 1:30 PM, 2:30 – 7:30 PM, Saturday: 11:00 AM – 1:30 PM, 2:30 – 7:30 PM, Sunday: Closed"
Marseille,cbd shop,Cbd Marseille st loup,"29 Bd de Saint-Loup, 13010 Marseille, France",07 65 69 01 70,"Monday: 10:00 AM – 7:00 PM, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: 10:00 AM – 1:00 PM"
Marseille,cbd shop,All Cbd Premium,"557 Rue Saint-Pierre, 13012 Marseille, France",06 34 56 19 17,"Monday: 1:00 – 6:00 PM, Tuesday: 1:00 – 6:00 PM, Wednesday: 12:00 – 6:00 PM, Thursday: 2:00 – 6:00 PM, Friday: 2:30 – 7:00 PM, Saturday: Closed, Sunday: Closed"
Marseille,cbd shop,STRWEED C.B.D Livrison,"38 Rue Aviateur le Brix, 13009 Marseille, France",,
Marseille,cbd shop,Artemis,"96 Bd de la Libération, 13004 Marseille, France",,"Monday: 11:00 AM – 7:30 PM, Tuesday: 11:00 AM – 7:30 PM, Wednesday: 11:00 AM – 7:30 PM, Thursday: 11:00 AM – 7:30 PM, Friday: 11:00 AM – 7:30 PM, Saturday: 11:00 AM – 7:30 PM, Sunday: Closed"
Marseille,cbd shop,CBD Land,"27 Rue d'Alger, 13006 Marseille, France",06 44 76 48 71,"Monday: 11:00 AM – 7:30 PM, Tuesday: 11:00 AM – 7:30 PM, Wednesday: 11:00 AM – 7:30 PM, Thursday: 11:00 AM – 7:30 PM, Friday: 11:00 AM – 7:30 PM, Saturday: 11:00 AM – 7:30 PM, Sunday: Closed"
Marseille,cbd shop,Grass On Mars,"22 Rue des 3 Frères Carasso, 13004 Marseille, France",09 80 83 77 73,"Monday: Closed, Tuesday: 11:30 AM – 2:00 PM, 3:30 – 7:30 PM, Wednesday: 11:30 AM – 2:00 PM, 3:30 – 7:30 PM, Thursday: 11:30 AM – 2:00 PM, 3:30 – 7:30 PM, Friday: 11:30 AM – 2:00 PM, 3:30 – 7:30 PM, Saturday: 11:30 AM – 2:00 PM, 3:30 – 7:30 PM, Sunday: Closed"
Lyon,cbd shop,CBD Docks,"146 Av. du 25ème Régiment de Tirailleurs Sénégalais, 69009 Lyon, France",07 89 28 04 91,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Lyon,cbd shop,CBD Shop Lyon 4 Douceuressentielles Livraison cbd Lyon Express 69004,"34 Gd Rue de la Croix-Rousse, 69004 Lyon, France",06 24 83 73 85,"Monday: 11:30 AM – 8:00 PM, Tuesday: 11:30 AM – 8:00 PM, Wednesday: 11:30 AM – 8:00 PM, Thursday: 11:30 AM – 8:00 PM, Friday: 11:30 AM – 8:00 PM, Saturday: 11:30 AM – 8:00 PM, Sunday: Closed"
Lyon,cbd shop,CBD Lyon Frenchy Freeze - Livraison CBD Express | Boutique CBD Lyon,"10 Pl. Saint-Paul, 69005 Lyon, France",04 28 67 86 34,"Monday: 11:30 AM – 1:30 PM, 3:00 – 8:00 PM, Tuesday: 11:30 AM – 1:30 PM, 3:00 – 8:00 PM, Wednesday: 11:30 AM – 1:30 PM, 3:00 – 8:00 PM, Thursday: 11:30 AM – 1:30 PM, 3:00 – 8:00 PM, Friday: 11:30 AM – 1:30 PM, 3:00 – 8:00 PM, Saturday: 1:00 – 8:00 PM, Sunday: Closed"
Lyon,cbd shop,VII vap vape cbd shop,"33 Av. Jean Jaurès, 69007 Lyon, France",09 50 76 05 08,"Monday: 9:00 AM – 7:30 PM, Tuesday: 9:30 AM – 7:30 PM, Wednesday: 10:00 AM – 7:30 PM, Thursday: 9:30 AM – 7:30 PM, Friday: 9:30 AM – 7:30 PM, Saturday: 9:30 AM – 7:30 PM, Sunday: 10:30 AM – 7:30 PM"
Lyon,cbd shop,Philgood cbd shop,"4 Rue de la République, 69001 Lyon, France",06 24 21 59 51,"Monday: 8:30 AM – 6:00 PM, Tuesday: 8:30 AM – 6:00 PM, Wednesday: 8:30 AM – 6:00 PM, Thursday: 8:30 AM – 6:00 PM, Friday: 8:30 AM – 6:00 PM, Saturday: 8:30 AM – 6:00 PM, Sunday: Closed"
Lyon,cbd shop,CBD Lyonnais,"6 Rue Dugas-Montbel, 69002 Lyon, France",,"Monday: 10:00 AM – 8:00 PM, Tuesday: 10:00 AM – 8:00 PM, Wednesday: 10:00 AM – 8:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: 1:00 – 8:00 PM"
Lyon,cbd shop,Frenchy Freeze/ Livraison CBD Vernon,"69002 Lyon, France",04 28 67 86 34,"Monday: 9:00 AM – 8:00 PM, Tuesday: 9:00 AM – 8:00 PM, Wednesday: 9:00 AM – 8:00 PM, Thursday: 9:00 AM – 8:00 PM, Friday: 9:00 AM – 8:00 PM, Saturday: 9:00 AM – 8:00 PM, Sunday: Closed"
Lyon,cbd shop,CigaMax - Cigarette électronique e-liquide cbd Lyon 3,"93 Rue Molière, 69003 Lyon, France",09 72 14 38 30,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Lyon,cbd shop,Cbd shop France Tassin-la-demi-lune,"29 Av. de la République, 69160 Tassin-la-Demi-Lune, France",04 78 83 28 84,"Monday: 10:00 AM – 7:00 PM, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: Closed"
Lyon,cbd shop,CBD France Lyon & Online (fermé momentanément),"17 Rue Richan, 69004 Lyon, France",,
Lyon,cbd shop,Tabac PÊCHERIE 7/7 - CBD - VAPE SHOP- CIGARETTES ÉLECTRONIQUES - JEUX,"10 Quai de la Pêcherie, 69001 Lyon, France",04 78 58 67 43,"Monday: 6:00 AM – 12:00 AM, Tuesday: 6:00 AM – 12:00 AM, Wednesday: 6:00 AM – 12:00 AM, Thursday: 6:00 AM – 12:00 AM, Friday: 6:00 AM – 12:00 AM, Saturday: 6:00 AM – 12:00 AM, Sunday: 6:00 AM – 12:00 AM"
Lyon,cbd shop,CBD 180 & VAPE - LYON 69002 GARE PERRACHE,"Centre d'échange de Lyon, 2 Cr de Verdun Perrache 2 ème niveau, 69002 Lyon, France",06 65 63 26 45,
Toulouse,cbd shop,Bloomers CBD,"13 Rue Temponières, 31000 Toulouse, France",06 59 61 20 98,"Monday: 11:00 AM – 2:00 PM, 3:00 – 7:00 PM, Tuesday: 11:00 AM – 2:00 PM, 3:00 – 7:00 PM, Wednesday: 11:00 AM – 2:00 PM, 3:00 – 7:00 PM, Thursday: 11:00 AM – 2:00 PM, 3:00 – 7:00 PM, Friday: 11:00 AM – 2:00 PM, 3:00 – 7:00 PM, Saturday: 11:00 AM – 2:00 PM, 3:00 – 7:00 PM, Sunday: Closed"
Toulouse,cbd shop,LA CASA DEL CBD,"5 Av. Jean Rieux, 31500 Toulouse, France",06 27 79 32 26,"Monday: 1:00 – 7:00 PM, Tuesday: 1:00 – 7:00 PM, Wednesday: 1:00 – 7:00 PM, Thursday: 1:00 – 7:00 PM, Friday: 1:00 – 7:00 PM, Saturday: 1:00 – 7:00 PM, Sunday: Closed"
Toulouse,cbd shop,Le Temps du CBD,"69 Rte de Narbonne, 31400 Toulouse, France",05 34 41 28 44,"Monday: 9:30 AM – 7:00 PM, Tuesday: 9:30 AM – 7:00 PM, Wednesday: 9:30 AM – 7:00 PM, Thursday: 9:30 AM – 7:00 PM, Friday: 9:30 AM – 7:00 PM, Saturday: 9:30 AM – 7:00 PM, Sunday: Closed"
Toulouse,cbd shop,Côté Chanvre CBD Toulouse,"4 Av. de la Gloire, 31500 Toulouse, France",06 59 42 48 10,"Monday: Closed, Tuesday: 11:00 AM – 7:00 PM, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 12:00 – 7:00 PM, Sunday: Closed"
Toulouse,cbd shop,Sweet CBD - Les Minimes,"133 Av. des Minimes, 31200 Toulouse, France",05 31 47 22 57,"Monday: 2:00 – 7:00 PM, Tuesday: 10:00 AM – 12:00 PM, 2:00 – 7:00 PM, Wednesday: 10:00 AM – 12:00 PM, 2:00 – 7:00 PM, Thursday: 10:00 AM – 12:00 PM, 2:00 – 7:00 PM, Friday: 10:00 AM – 12:00 PM, 2:00 – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: Closed"
Toulouse,cbd shop,Tabac Le Français / CBD Shop,"23 Pl. Etienne Esquirol, 31000 Toulouse, France",05 54 93 05 08,"Monday: 7:30 AM – 7:30 PM, Tuesday: 7:30 AM – 7:30 PM, Wednesday: 7:30 AM – 7:30 PM, Thursday: 7:30 AM – 7:30 PM, Friday: 7:30 AM – 7:30 PM, Saturday: 9:00 AM – 7:00 PM, Sunday: Closed"
Toulouse,cbd shop,Vapot'in & CBD,"33 Bd André Netwiller, 31200 Toulouse, France",09 75 69 34 71,"Monday: 3:00 – 7:00 PM, Tuesday: 10:00 AM – 12:30 PM, 3:00 – 7:00 PM, Wednesday: 10:00 AM – 12:30 PM, 3:00 – 7:00 PM, Thursday: 10:00 AM – 12:30 PM, 3:00 – 7:00 PM, Friday: 10:00 AM – 12:30 PM, 3:00 – 7:00 PM, Saturday: 10:00 AM – 12:30 PM, 3:00 – 7:00 PM, Sunday: Closed"
Toulouse,cbd shop,Sweet CBD Portet-sur-Garonne,"16 Rue Principale, 31120 Portet-sur-Garonne, France",05 32 53 81 71,"Monday: 2:00 – 7:00 PM, Tuesday: 10:00 AM – 12:00 PM, 2:00 – 7:00 PM, Wednesday: 10:15 AM – 12:00 PM, 2:00 – 7:00 PM, Thursday: 10:00 AM – 12:00 PM, 2:00 – 7:00 PM, Friday: 10:00 AM – 12:00 PM, 2:00 – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: Closed"
Toulouse,cbd shop,MY CBD SHOP L'UNION,"85 Av. des Pyrénées, 31240 L'Union, France",05 62 78 13 75,"Monday: 8:30 AM – 7:30 PM, Tuesday: 8:30 AM – 7:30 PM, Wednesday: 8:30 AM – 7:30 PM, Thursday: 8:30 AM – 7:30 PM, Friday: 8:30 AM – 7:30 PM, Saturday: 8:30 AM – 7:30 PM, Sunday: Closed"
Nice,cbd shop,Like CBD,"33 Bd Gambetta, 06000 Nice, France",09 81 08 08 78,"Monday: 10:00 AM – 7:00 PM, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: Closed"
Nice,cbd shop,710Workshop,"93 Bd de la Madeleine, 06000 Nice, France",06 34 91 88 01,"Monday: 9:00 AM – 7:00 PM, Tuesday: 9:00 AM – 7:00 PM, Wednesday: 9:00 AM – 7:00 PM, Thursday: 9:00 AM – 7:00 PM, Friday: 9:00 AM – 7:00 PM, Saturday: Closed, Sunday: Closed"
Nice,cbd shop,Hello CBD,"18 Rue Pertinax, 06000 Nice, France",,
Nice,cbd shop,CBD SHOP MRS GREEN,"201 Av. des Pugets, 06700 Saint-Laurent-du-Var, France",06 67 30 60 65,"Monday: 11:00 AM – 7:00 PM, Tuesday: 11:00 AM – 7:00 PM, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Nantes,cbd shop,Diamond Canapa - CBD Shop,"3 Rue du Pont Sauvetout, 44000 Nantes, France",02 51 17 68 28,"Monday: 10:00 AM – 7:00 PM, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: Closed"
Nantes,cbd shop,Seven CBD NANTES,"73 Quai de la Fosse, 44000 Nantes, France",09 87 14 09 89,"Monday: Closed, Tuesday: Closed, Wednesday: 11:00 AM – 1:00 PM, 2:30 – 7:00 PM, Thursday: 11:00 AM – 1:00 PM, 2:30 – 7:00 PM, Friday: Closed, Saturday: Closed, Sunday: Closed"
Nantes,cbd shop,GREENBOYZ CORNER Nantes - CBD Shop - Magasin CBD,"21 Rte de Vannes, 44100 Nantes, France",02 49 10 31 27,"Monday: Closed, Tuesday: 10:30 AM – 8:00 PM, Wednesday: 10:30 AM – 8:00 PM, Thursday: 10:30 AM – 8:00 PM, Friday: 10:30 AM – 8:00 PM, Saturday: 10:30 AM – 8:00 PM, Sunday: Closed"
Strasbourg,cbd shop,Distributeur CBD 24/24 Strasbourg,"242 Av. de Colmar, 67100 Strasbourg, France",,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Strasbourg,cbd shop,La Casa Verde CBD,"9 Rue Sainte-Madeleine, 67000 Strasbourg, France",06 58 47 14 90,"Monday: 12:30 – 7:30 PM, Tuesday: 12:30 – 7:30 PM, Wednesday: 12:30 – 7:30 PM, Thursday: 12:30 – 7:30 PM, Friday: 12:30 – 7:30 PM, Saturday: 12:30 – 7:30 PM, Sunday: Closed"
Strasbourg,cbd shop,"Yes'vap CBD, cigarettes électronique","92 Rue Boecklin, 67000 Strasbourg, France",,"Monday: 10:00 AM – 12:00 PM, 2:00 – 7:00 PM, Tuesday: 10:00 AM – 12:00 PM, 2:00 – 7:00 PM, Wednesday: 10:00 AM – 12:00 PM, 2:00 – 7:00 PM, Thursday: 10:00 AM – 12:00 PM, 2:00 – 7:00 PM, Friday: 10:00 AM – 12:00 PM, 2:00 – 7:00 PM, Saturday: Closed, Sunday: Closed"
Strasbourg,cbd shop,BSBC,"1 Rue des Pinsons, 67200 Strasbourg, France",,
